random_text;degree;data_points;coeffs;nth_root;constant_nth_root;bisection_initial;secant_initial;newton_initial;newton_root;secant_root;poly_val_newton_root;poly_val_secant_root
SANUfboKV1;3;[(0.232004619020869, 0.848346818172882), (0.2020174930789389, 0.21886704648394006), (0.032226658664275654, 0.9700864579373768), (0.6477516028681146, 0.616011839879688)];[-285.23592329492266, 260.2123833374071, -51.5836086318725, 2.371754905504002];1.5;1.7784699779697475;[-2, 2];[1, 2];2;0.6558658922485131;0.6558653343514034;-4.373599395623984e-05;-2.7042923900211235e-08
xhP30KOt2m;7;[(0.1803560229333525, 0.6037818871978202), (0.13622439479260018, 0.43374726957634135), (0.4817197215443413, 0.4821746313721351), (0.6475882244009155, 0.7106156474447805), (0.8387617754321773, 0.7066125500309174), (0.35125493176688083, 0.5933695716860721), (0.4970036317914124, 0.2282555443061538), (0.8408915327660922, 0.2591006597568065)];[19336.427626410456, -80162.28637653343, 129306.12077848542, -105733.7083268488, 47311.7718433094, -11542.13860965396, 1415.4015764757, -66.95016636949848];3.5;-3.3238646567305117;[3, -3];[-4, -3];-3;0.12707811574418593;0.12707965353656855;-9.162344460378335e-05;-4.4956755118619185e-07
JZMahYVTCO;1;[(0.4419813951770869, 0.10456739231364964), (0.2529832696705383, 0.8574685580415743)];[-3.983643561067157, 1.8652637313223304];0.5;3.4792087873865025;[-3, 3];[3, 4];3;0.4682305790487578;0.46823057904875776;-2.220446049250313e-16;0.0
IbED3IU3CS;3;[(0.9617591246970207, 0.23494349793332592), (0.3451414371382985, 0.6451857371531103), (0.48268958647608784, 0.34874064748531963), (0.6113198636600621, 0.8958851331128292)];[-59.83123499976621, 110.18337367084277, -62.33348278960302, 11.493632672117045];1.5;5.092974974730921;[-5, 5];[5, 6];5;0.975353859906738;0.975353909622912;-2.8195170642675293e-08;-9.30693365930324e-07
ekU4BYqUD9;9;[(0.8682597795543207, 0.749059715706886), (0.7367846460644903, 0.30446229322968166), (0.9987866773513997, 0.8891566722181595), (0.6405615605716245, 0.6209792754231948), (0.2961616706713245, 0.9764416184259005), (0.995174529671624, 0.6865713689323611), (0.5580983052131065, 0.13611952598126564), (0.7911715448619123, 0.1667129200991293), (0.04670368975338468, 0.5602154940453562), (0.9461290254975778, 0.15536546409982388)];[-615889.4469836145, 3803643.1033524685, -10125852.123463959, 15176548.84846564, -14013986.079566618, 8179809.555586887, -2965402.9194049397, 623264.7525502997, -64032.48674024467, 1897.7611421246247];4.5;5.351778397763286;[-5, 5];[5, 6];5;1.2012030872901116;1.2012035381245207;-0.0004805423950529075;-0.00163433462626017
DO9Nj2VMAf;7;[(0.24105979640981245, 0.8078686792949239), (0.14951587633618701, 0.7826730844438984), (0.3319671564960449, 0.3929014656828026), (0.1412159053660883, 0.85227636438284), (0.8102264827546226, 0.4452243844512641), (0.31586772195419777, 0.8640064896931006), (0.9971232552901641, 0.5017755695580184), (0.26583228500820744, 0.9142418550089513)];[-296831.0330605586, 861039.929188137, -965978.4359495305, 544021.5496226456, -169254.68551927968, 29573.31412486342, -2719.9168842135477, 103.2452558393876];3.5;3.761763242672738;[-4, 4];[3, 4];4;0.9971554522632704;0.9971559870521136;-0.0019208564761754587;-0.010290443018078577
AHN1JvdvRf;13;[(0.5270497398158127, 0.958538145693096), (0.7074605287862883, 0.8539279429803084), (0.7515040061231422, 0.2251733871095748), (0.6076280762726266, 0.5714394931005484), (0.1319817053421649, 0.39942541762337347), (0.6824829902103657, 0.8405835462492449), (0.2482453045315689, 0.686429557534666), (0.47572541455228035, 0.7221690496830878), (0.11045236041744, 0.13823910084158653), (0.0028012068466864992, 0.6226828818942123), (0.3474533389158573, 0.7053925322983999), (0.9968510220174375, 0.11669215470475858), (0.6336809308607491, 0.8211443960246521), (0.684501561862924, 0.4300181163911555)];[101895737605.76152, -633925656203.4966, 1767666823261.6792, -2916334175663.876, 3163858335550.282, -2371611893976.967, 1255539894118.8184, -471192484079.3474, 123852696761.336, -22123338753.538273, 2536626768.7527466, -167361011.07084367, 4908324.582245425, -12489.78311864276];4.333333333333333;-8.817771132147504;[9, -9];[-9, -8];-9;0.002800833212063175;0.002800829591596587;-0.8825263689468557;-0.8971118342906266
BfZa5wv30J;3;[(0.8935618119997938, 0.5398265797992431), (0.7978447917375318, 0.058206581784293165), (0.5326138062855057, 0.681873571560056), (0.308603026269736, 0.2977594776305943)];[49.17588708709398, -88.91338085578471, 49.79389248418173, -8.046329504371116];1.5;-4.015428300644736;[4, -4];[-5, -4];-4;0.27959762510853736;0.27959781341616097;-2.2066104481410775e-06;-2.094393813933948e-08
tnChlNl4KI;7;[(0.4906866048882762, 0.3023101455503526), (0.042789869436614114, 0.38889383774681696), (0.14299774709712298, 0.4127888962003725), (0.301811303281597, 0.24150919599921938), (0.16001374319864448, 0.6915465604513047), (0.904657517692439, 0.579173927949523), (0.5156596069626671, 0.7591358712795567), (0.9188468810292535, 0.2849775303096188)];[-7983.358909466902, 29088.174590114002, -42194.57957075894, 30863.284503739633, -11903.031074645585, 2315.6470276083596, -196.97200709762734, 5.412389599196327];3.5;1.6200921914486328;[-2, 2];[1, 2];2;0.9293013493481551;0.9998947566244187;-3.168035775491518e-05;-5.407386548592823
1Sk1FekzLa;11;[(0.8210831233967634, 0.8230958709335127), (0.6580913336473342, 0.12580535285200356), (0.8171074693910795, 0.42188479194609196), (0.9539370262052507, 0.5989569725640744), (0.026839814945094242, 0.3044974992212499), (0.1102130134549123, 0.5621674764146899), (0.16136495832848052, 0.5170427642644188), (0.5985380691496646, 0.06557574313416825), (0.4752242509556648, 0.9850770433864967), (0.8386515368048163, 0.8466324167615518), (0.04296910672552845, 0.26337401981206165), (0.7580342590222413, 0.07730474684668553)];[158700900.0676766, -863476442.373797, 2038438174.1533897, -2731838113.758044, 2282246079.3509984, -1228153060.7829182, 424925442.0687012, -91715702.71246214, 11649820.849784758, -800069.0445381341, 25869.37110703078, -300.80722202841537];3.6666666666666665;-4.741293037530447;[5, -5];[-5, -4];-5;0.026690060884909817;0.026688799177986534;-0.0008534811707932022;-0.003461666631096705
ijflPS6ics;5;[(0.8928997917166004, 0.9352661303406029), (0.9296630014962931, 0.48370560991116596), (0.6563390850921519, 0.4427754391616646), (0.7650730560849583, 0.6317614019938257), (0.6765486536729173, 0.03261779596834535), (0.5796742437635691, 0.3546738194878569)];[42575.2553699337, -163747.453090732, 249838.26910626714, -188980.0913959598, 70856.72303594108, -10534.04492383708];2.5;-40.64789559911159;[41, -41];[-41, -40];-41;0.5752067988075316;0.5752068264540109;-7.405040378216654e-06;-4.983681719750166e-06
fclleiWYg5;7;[(0.7430263118631, 0.8753419478003743), (0.942670128699753, 0.8926057779135242), (0.46491131449987644, 0.6820841923498558), (0.10039776504762166, 0.496714805686575), (0.45394214515530484, 0.7394168110687068), (0.5663419814496196, 0.7498964772478423), (0.42200905075037987, 0.9930106067540461), (0.3593475018769732, 0.041756741426233424)];[-238258.69279010745, 880871.1342533965, -1344365.3227062612, 1092890.7389088855, -507063.2601604216, 132318.80118799116, -17453.050608395715, 833.9440258975044];3.5;6.832986196534693;[-7, 7];[6, 7];7;0.9431654274894133;0.9431654459366186;-5.286664872983238e-06;-3.877804192597978e-05
bl62xgIatX;9;[(0.9713473947066396, 0.6819832158317061), (0.8619159298891864, 0.9983753579333664), (0.26414362000565894, 0.18400205997039853), (0.5060351582740746, 0.6799756777242687), (0.8452099643514287, 0.35994976086236874), (0.1330818415556697, 0.6408729192539668), (0.6076026276320603, 0.11663751891339025), (0.7409413837124946, 0.581121710934665), (0.7337225445589002, 0.18315980508612262), (0.20251254986056422, 0.33848127067483647)];[-4553687.09477426, 23225393.082976487, -50912383.548673965, 62664607.87081322, -47459528.02037837, 22784278.265631773, -6881349.834890924, 1250991.3907944236, -123416.59767634176, 5010.002053427665];4.5;6.640277068260618;[-7, 7];[6, 7];7;0.9718326001875796;0.9718325823016142;-0.00012816619528166484;-0.00010267551351716975
Vq5RS4rs4F;7;[(0.4349208611037836, 0.42533635054632424), (0.4578005850661725, 0.1704236951096284), (0.5660510415925079, 0.8071176510904926), (0.01918523934816463, 0.988130169060323), (0.8067887720878117, 0.7943051401649731), (0.11983330617748289, 0.20758541297696886), (0.2725325687507939, 0.5216118101934015), (0.6443755554107373, 0.3568592053092916)];[76156.09150783942, -214893.2545938988, 241267.59015940924, -137027.84269340622, 41183.22603784205, -6179.8627202543985, 377.51456580882245, -4.252804686514316];3.5;-1.5122428982756408;[2, -2];[-2, -1];-2;0.014314358237570088;0.014313625069609728;-3.5569453480377433e-06;-0.00016804615994381322
6chIcm6tf4;5;[(0.5510580900340962, 0.5703826703531137), (0.6185141110426787, 0.4782643208095049), (0.164018181777707, 0.6290636371960188), (0.12508469848808623, 0.23604973704976606), (0.8266366046360344, 0.6639136037227498), (0.6130608278085468, 0.11436814645489302)];[-23288.660357069726, 53183.44779879616, -44271.93849021666, 16232.160633223439, -2492.2018682821154, 132.339208884609];2.5;7.057898584418536;[-7, 7];[7, 8];7;0.8276966340343002;0.8276978853990574;-3.452487868571552e-05;-0.0008277656197890337
JGznsZLclv;13;[(0.5961360506480756, 0.4211721221026209), (0.017922166391149852, 0.9224878157762704), (0.14127703002723924, 0.32942885780538755), (0.7003289680025092, 0.6968293580594749), (0.9884077475515457, 0.011503451399244802), (0.3838808169375105, 0.8562663202659411), (0.016397172263600268, 0.07121579269438838), (0.9457100162295465, 0.8545238279185492), (0.45453319058498254, 0.15850136339038945), (0.2821446214596639, 0.24007170984296), (0.7720667071785147, 0.7676332782943535), (0.5043371027608765, 0.6354276080852447), (0.6972245166709723, 0.6877791130490551), (0.10168231466973343, 0.6360243490836349)];[88430716.52724968, -549653071.8405548, 1517294513.1521273, -2452041171.312985, 2574298121.0539827, -1841761888.35666, 916209945.1171968, -317584543.92466915, 75725271.73976699, -12073709.588128386, 1227100.5881213236, -73398.88928651714, 2206.766100352083, -20.999889460467738];4.333333333333333;-2.018956686774955;[2, -2];[-3, -2];-2;0.01627820009926104;0.016278841640866314;-0.0007996872642479502;-0.0004091030179225186
m8Ky48L8cj;5;[(0.6358564589975203, 0.17033745597382344), (0.4800412178737691, 0.5377906888486631), (0.31988143866661944, 0.6690185636122015), (0.8025822805846423, 0.5360910663979674), (0.461384706879874, 0.44816572205596494), (0.2471017645867245, 0.3678575080903136)];[4059.3127421773092, -10094.471145313093, 9661.899346643091, -4444.578638520407, 981.5237557894494, -82.66804993669632];2.5;-5.8470267032590835;[6, -6];[-6, -5];-6;0.2333622815048879;0.23336176491349658;-6.037827660065886e-07;-1.748860361772131e-05
6FlRcwX4fn;5;[(0.7572583619064922, 0.5960371011007957), (0.23476513696394985, 0.977921127830846), (0.3339280682807204, 0.34824618872364843), (0.40897981715411325, 0.6765809860927873), (0.44586888288686755, 0.17548337408682313), (0.44205550999316723, 0.9693774758888326)];[803288.5090526799, -1748880.0145353158, 1460681.4187148646, -588188.6219064697, 114461.40425703177, -8612.912409719082];2.5;-37.50248208343052;[38, -38];[-38, -37];-38;0.2341159112902998;0.2341165153146904;-0.0033414906574762426;-0.0024151582711056108
zISGeHAVvt;9;[(0.004383315855249426, 0.13748777793422107), (0.7875932678353187, 0.05640013150962453), (0.6380480674715338, 0.1582582886084858), (0.05831688029053417, 0.908724248350097), (0.47458309760303297, 0.6964332778620166), (0.9530145730635703, 0.9873057589270614), (0.011671007205885653, 0.71431684531522), (0.28944489665995, 0.6216722979271533), (0.30537446615208064, 0.24042937141053067), (0.7166521055481816, 0.6106836675660473)];[288105.30133676087, -1147705.6467539887, 1897951.523535771, -1685146.6474355117, 866967.3726897747, -259943.32625535646, 43396.885508002546, -3643.893550663456, 129.30993140855767, -0.3628669577656719];4.5;-0.7982999354364356;[1, -1];[-1, 0];-1;0.0030604651022237707;1.1718513529381659e-07;-2.7331978318612116e-05;-0.36285180461390415
0p8tYrSLYi;9;[(0.488968028819289, 0.04017106061629927), (0.814830865635988, 0.39494592501913983), (0.41422724214430384, 0.43568031831883325), (0.742050973530511, 0.388161882846214), (0.37721768479765716, 0.1891890537145815), (0.23125823174089377, 0.057635904947054506), (0.14631365965303778, 0.01558474032970425), (0.4398412377833206, 0.9602222955550979), (0.17354726098095496, 0.2331483862229068), (0.3818864723458266, 0.08702156418349982)];[71790237.57963163, -278152618.19222426, 463117285.03365064, -434283905.23042285, 252380616.2091506, -94090811.26948655, 22458044.792453453, -3302758.530513737, 271160.7309523033, -9464.186674730936];4.5;-7.6484611701365655;[8, -8];[-8, -7];-8;0.1462815134098022;0.14628054144607716;-0.00017340924568998162;-0.0006508806800411548
irkQUzwsSg;13;[(0.8629165599987866, 0.42664525651575114), (0.894562359458315, 0.627996082847797), (0.03294332585490378, 0.3103134197574188), (0.37649352854482643, 0.8845837988912251), (0.44226431091536444, 0.8035102184012349), (0.8771901438399975, 0.8521079860624275), (0.3911749147199667, 0.1844497673096951), (0.7907474551332166, 0.19219843853450647), (0.22690593957413485, 0.6922607827470605), (0.522822337981836, 0.5680869535085411), (0.905014093858664, 0.5294818788800368), (0.08477867232180114, 0.06289336627285991), (0.9905550779833965, 0.7655146673225722), (0.8913256194111605, 0.27123114289936734)];[122452624392.86685, -906224061434.163, 3012457353077.0117, -5937473462623.221, 7713219720247.309, -6943124981816.497, 4430847189055.812, -2015244095618.4626, 647020411738.6255, -142886080082.87466, 20674173866.501717, -1797323641.8529036, 79807742.10212946, -1272125.7879528205];4.333333333333333;-25.62935669269013;[26, -26];[-26, -25];-26;0.03294182778679712;0.03294295664384681;-17.13341573229991;-3.9886330428998917
lyNqlKVQsl;11;[(0.3293539014374982, 0.24019976136968568), (0.9128561969888529, 0.6139435877312279), (0.8881121104721137, 0.09018515957853923), (0.9485652312765432, 0.5860674746237262), (0.8996524635631991, 0.752182293692824), (0.3064996341153601, 0.0926268826804173), (0.6801814814726843, 0.530450942143231), (0.45136686237807755, 0.6261934428267809), (0.5626934661259939, 0.43389988483080766), (0.874172659023153, 0.36768782884918993), (0.9742824648152564, 0.3345650685082602), (0.4384369415269279, 0.9821480810924925)];[-7046436833.541515, 51959022016.594536, -171747521846.88174, 335651207902.358, -430592046154.2429, 380428126927.11865, -236023212755.48486, 102755954314.78398, -30745441640.374622, 6017971446.995081, -693212854.1604748, 35589262.065538205];3.6666666666666665;114.6702163126581;[-115, 115];[114, 115];115;0.9745343946433584;0.9745343130079702;-0.00078553706407547;-0.0006728470325469971
YkgwJy4NoX;1;[(0.43804854182193265, 0.8329053658115201), (0.9483548277910107, 0.4953356372967225)];[-0.661504155046314, 1.1226762963387076];0.5;1.2604020663607975;[-1, 1];[1, 2];1;1.697156832310608;1.697156832310608;0.0;0.0
BzS0Fs6UoG;9;[(0.5480282452921603, 0.2584535330400082), (0.032245978583146595, 0.04377347179784641), (0.9646091813243923, 0.15654861862751168), (0.6935253505946315, 0.7118062096221033), (0.8595615247830358, 0.5158531021935989), (0.383347787193674, 0.9519108785770741), (0.0921654459036706, 0.8569558693179912), (0.23574696985958266, 0.12781956171678355), (0.6809179979233346, 0.5544199306634484), (0.3089658155638455, 0.67390658935322)];[46669.25422371103, -197174.92997709662, 356519.1629995031, -362222.81924007623, 227318.52499488485, -90435.57558659569, 22245.261123782737, -3112.3182266163703, 208.1289949548477, -4.086975829478014];4.5;-1.3673104295202745;[1, -1];[-2, -1];-1;0.03158965444243614;0.031590083650933534;-6.121665065084159e-05;-3.213656685652211e-05
PwUfFwyF4L;3;[(0.936883231499432, 0.265067880423549), (0.4860359252812334, 0.3690455775243514), (0.32268563292194796, 0.9190951728481981), (0.5282451942539992, 0.8068909836510306)];[-151.0810340823556, 268.8347222137883, -145.66319073475918, 25.00614322761517];1.5;8.551280312221154;[-9, 9];[8, 9];9;0.9433827907709329;0.9433827318977686;-3.281920143649586e-06;-8.205309747211231e-07
fwjHEY4HmK;1;[(0.05732896000603882, 0.7740062062732618), (0.2795515194541943, 0.1036903873167403)];[-3.016416607841771, 0.9469342333457739];0.5;0.8966844422821485;[-1, 1];[0, 1];1;0.3139268729936147;0.3139268729936147;1.1102230246251565e-16;1.1102230246251565e-16
Uu0ZjP7L1p;7;[(0.21854565320622787, 0.06656250119799934), (0.9092926691674876, 0.557111204793317), (0.37478816533772974, 0.9497568824711128), (0.6401692342444482, 0.1054678687305508), (0.734680856546955, 0.5408073826374091), (0.7365979835279534, 0.9638846598232079), (0.9759738809804693, 0.16281790248262717), (0.5043650477389829, 0.4543175177466725)];[1239153.8125053225, -5398152.437368379, 9794373.352088131, -9564461.343406903, 5408372.205480162, -1762402.5616271112, 304512.6612827341, -21333.047246557337];3.5;-17.253303253061585;[17, -17];[-18, -17];-17;0.21853508375896366;0.21853505120021186;-2.397031130385585e-05;-0.00022912409258424304
I5VJC8F1De;5;[(0.4086997289272578, 0.3160302874760933), (0.9507692673166277, 0.46231064023401547), (0.8084365537484622, 0.10177904264040838), (0.8137259471793318, 0.7555734107745896), (0.06825253737342463, 0.34702401963596186), (0.37572046804344583, 0.8559246142388305)];[-6292.64337931302, 16237.593001546826, -15129.151594939936, 6149.0658347372555, -1032.2468121925235, 46.62286420490163];2.5;4.649856819365055;[-5, 5];[4, 5];5;0.952538188874017;0.9525382882251768;-7.525167376343234e-06;-3.402794708051715e-05
KnfIWwH9YO;3;[(0.18893557825960738, 0.0065854843009127695), (0.5634736072807783, 0.007143582868517018), (0.2473234473006195, 0.3193472308838199), (0.7562531885465845, 0.49473671431922595)];[42.03773712549384, -58.965068668887675, 25.04430959995182, -2.903838010008959];1.5;-2.035392908768035;[2, -2];[-3, -2];-2;0.18803304566667026;0.18803289809690332;-5.114620726942576e-09;-1.0865743984567189e-06
97FJbJ1Sp7;11;[(0.8648027370241501, 0.5067691265505239), (0.6925633145291809, 0.24898217153132018), (0.27283492401098963, 0.32543982577921704), (0.9204013104086041, 0.8176475679884839), (0.10051172267388342, 0.174574145670922), (0.19681284264855725, 0.951534029536137), (0.7534510086877113, 0.3479267152184782), (0.5716388721401299, 0.22079085007550658), (0.5765995015395557, 0.49082355121217536), (0.8932017294788952, 0.5186489065822549), (0.9248644843585725, 0.8411492772595723), (0.48424995148139705, 0.12307244976024068)];[35114230.64240111, -238577140.0211433, 719007621.0155927, -1264995064.9511194, 1438462406.8145225, -1105217944.0781407, 582308122.9332526, -208961366.7082599, 49626194.963793285, -7349418.619395834, 602721.4093841849, -20367.54722191746];3.6666666666666665;-14.96804598358636;[15, -15];[-15, -14];-15;0.1005023659431976;0.10050260087821723;-0.004802646431926405;-0.0002975452662212774
F3zhnYZx8E;1;[(0.7966624246788765, 0.8241561414848737), (0.15165717995750827, 0.4336183477519959)];[0.6054800281532343, 0.34179295416168376];0.5;0.11682242351457085;[0, 0];[0, 1];0;-0.5644991383187011;-0.5644991383187012;1.1102230246251565e-16;0.0
fL5WfX9AJy;9;[(0.7712038404438488, 0.07175418070271622), (0.008773979561070844, 0.07959736818669783), (0.7736904984402488, 0.5792890908078543), (0.5637558967360716, 0.9917036819844229), (0.01023778848259882, 0.9698881660854889), (0.6213097455625285, 0.6259041110393416), (0.20037227296804516, 0.40044165992838554), (0.10019321753996968, 0.3757012621897131), (0.014101508628810433, 0.1724859944554793), (0.8777280444949408, 0.8225648024267416)];[51980647.84933332, -204616050.21328986, 331870473.64889294, -284787984.9726202, 137837058.87913465, -37006963.59288911, 5049861.402507776, -294631.8361237426, 4960.36883241511, -23.95964337402637];4.5;-2.0255883418318996;[2, -2];[-3, -2];-2;0.008674903073670874;0.008680779491145929;-0.007402958501909751;-0.002144964050067699
kEipwmUkPQ;9;[(0.51994491409206, 0.269072031665355), (0.9427143802025094, 0.2757366691847206), (0.5656757800603642, 0.9470864535813316), (0.04036024157289497, 0.7199999623312345), (0.8774535139220919, 0.6628921812057553), (0.6572740057502597, 0.7389929285196671), (0.8075262780135145, 0.8263536528368454), (0.47853992273451906, 0.04430352828589368), (0.4760427796798018, 0.5190518959890824), (0.9536000396489076, 0.6462100475479701)];[19140005.944630783, -111883151.19751589, 284243026.7248305, -410216105.8704482, 368386099.87443537, -211465151.44896984, 76332571.05570625, -16172819.846630225, 1681593.958667751, -46019.196536528994];4.5;-10.869477647047653;[11, -11];[-11, -10];-11;0.040359131433722974;0.040357591454174266;-0.05506915987643879;-1.1302769939502468
gbqgUYtr7L;9;[(0.621453517716719, 0.5004375704110664), (0.22104984419534834, 0.33084172799152034), (0.36534257330355513, 0.9547217771526014), (0.1562669170967349, 0.6464457661307421), (0.9876663301572868, 0.9193277954432235), (0.9726653181313857, 0.4338348096638137), (0.3468229470332228, 0.0025430686745286923), (0.7190851098280999, 0.7261388737683117), (0.13434826305171332, 0.1463151807858779), (0.0557816564141963, 0.2676086220365206)];[315400.2029385982, -1240034.1290799086, 1959213.181318713, -1580754.2645574636, 676587.1484890975, -137386.6970577871, 4770.200969348287, 2540.669028687393, -341.1425345811549, 11.572826961970595];4.5;1.7231372856567098;[-2, 2];[1, 2];2;0.9811251592833328;0.9999989743767262;2.2904608238505375e-05;6.741587623752413
jF4i85JeOZ;11;[(0.667775958017405, 0.41691324154678866), (0.7705452291969141, 0.6167978008752499), (0.34956818269043355, 0.508947874589272), (0.37088677808891624, 0.35951998226415693), (0.3379086654776453, 0.5582819865597268), (0.8036583615560423, 0.4806727931472561), (0.4934739684263324, 0.11240145804988455), (0.24125792846848915, 0.21451811211517335), (0.4999211041006876, 0.8456714929151689), (0.6028974647864761, 0.4978790010570978), (0.9058451783795977, 0.05664604139621632), (0.18673237095792283, 0.8519208536185849)];[-730474211.2633488, 4184192713.881141, -10676457998.428823, 16004580409.41215, -15647395566.320812, 10467410192.576614, -4884836481.85207, 1589001722.0849469, -352809946.0516897, 50880557.52257183, -4285635.95777801, 159564.70767300195];3.6666666666666665;26.241144623771504;[-26, 26];[26, 27];26;0.9058475265917455;0.9058476537050117;-0.00039670366095378995;-0.003484902117634192
1XVEwAHO8o;9;[(0.8157849431789401, 0.40448119792022175), (0.9537146973872972, 0.9767778722275458), (0.029757684854259114, 0.29733108277824505), (0.24962698101869663, 0.30710009207643596), (0.5269493833958838, 0.8387445057078551), (0.8813449232423308, 0.10982989943678301), (0.08794244003343699, 0.9277329890128702), (0.18000317545375555, 0.19548550312599045), (0.4149210743570191, 0.600364576687251), (0.3960392633687916, 0.4287355572444136)];[176162.94827005937, -741370.1961950988, 1303319.115654741, -1244469.677142545, 703672.3171726025, -241311.00236812583, 49382.63823501757, -5666.272334153615, 313.36632676806937, -5.137770969263733];4.5;-1.4386327489222361;[1, -1];[-2, -1];-1;0.02653910181694849;0.026536742470680434;-1.3953069943895002e-06;-0.0002386720015330468
7PAaIotx0O;1;[(0.003090352315005984, 0.6509305467317419), (0.7879711300087171, 0.1556830042526035)];[-0.6309844202508956, 0.652880510895597];0.5;0.4262529615072957;[0, 0];[0, 1];0;1.034701475887463;1.034701475887463;0.0;0.0
1Zhr3pn1kl;13;[(0.15169828486182324, 0.6482805002462902), (0.2181049165526634, 0.08199093142207226), (0.04931716964400623, 0.15592892669441039), (0.8739602832526404, 0.3472224390537998), (0.5412990424396324, 0.949504566757328), (0.2543959361310667, 0.8498984235677169), (0.9706143879400624, 0.41717482068530787), (0.7423690757819471, 0.4121825623180535), (0.3552206131307879, 0.39727578589488866), (0.2515667971437905, 0.8371749411975403), (0.5080812210024995, 0.8398001120138027), (0.5623953857767446, 0.21219597810975543), (0.28372246964483416, 0.1343540214950244), (0.3064691690290917, 0.7433769046884787)];[-72294467021.58502, 417991800112.0564, -1080238959116.293, 1650165964124.5127, -1660147697945.5967, 1159764083695.48, -577742386026.5654, 207320912373.88922, -53430155366.95813, 9725889633.917988, -1207750733.4090283, 95897055.75014947, -4284899.923213072, 78390.95009832204];4.333333333333333;13.47243147804148;[-13, 13];[13, 14];13;0.9706144268012646;0.9706154570998369;-0.185568761677132;-16.162457408107002
MpCOhOqxSu;5;[(0.39485578753341677, 0.8051979135175795), (0.9123532653428187, 0.46905326173384554), (0.7508300105183403, 0.25474500282425205), (0.8897730326343809, 0.9471894195578715), (0.31254528933081127, 0.7939502387693499), (0.48159841206552456, 0.11051324978076094)];[-655.2565629105808, 1522.9178470107643, -1212.8860523174149, 364.9597528671733, -21.30553342244434, -3.7454629699529587];2.5;-1.6959076650754714;[2, -2];[-2, -1];-2;-0.07013074518881442;-0.07013073998874982;5.541626783234221e-06;5.060247207921975e-06
2lBxhGEu3U;9;[(0.47610676111453853, 0.25290618928698194), (0.3771219651208094, 0.7193185076810794), (0.5840059169947245, 0.6689108801669448), (0.6436268845955871, 0.9194191183682288), (0.12680667111428678, 0.9836807910114608), (0.40738926318772406, 0.5947985688793732), (0.3491978063884722, 0.20188439147643011), (0.2142230157865631, 0.09337116315320926), (0.5258881764930674, 0.36217324389281924), (0.6647465645500872, 0.18827312421179732)];[15786242.109282564, -65032088.71551917, 116630509.11626709, -119237824.28447321, 76354187.31937487, -31636658.25909231, 8439429.636979755, -1388539.2272755567, 126765.61188434607, -4839.372308226184];4.5;-6.589341376476914;[7, -7];[-7, -6];-7;0.12634036855034173;0.1263401943011933;-0.0002674546813068446;-0.0006403034431059496
gnsRcagPcV;3;[(0.12113992595847856, 0.36872635451974867), (0.9147758116398264, 0.07531602216693856), (0.8338876209922125, 0.4814213475497867), (0.9049599509509036, 0.39969500116265544)];[-494.7603869234322, 918.5793616354307, -475.8298589557724, 45.4102193138274];1.5;12.728260826394594;[-13, 13];[12, 13];13;0.9167485670976298;0.9167485607824006;-4.035758607301432e-07;-1.5697509070378146e-07
QfRj0E4nhA;9;[(0.006493494387595056, 0.5957475431481839), (0.7569405443727879, 0.20412726684211424), (0.06506561536908073, 0.47014359793849547), (0.7990496449623585, 0.44368725807845577), (0.3867292770035906, 0.037165819048042725), (0.549522073617687, 0.055466867500354566), (0.30360959616261163, 0.9115677821516761), (0.8388456689986893, 0.4421742807006792), (0.6503703698820086, 0.7219724367276661), (0.7728854412831024, 0.19767554666241738)];[-786001.4654701091, 3358297.85504419, -6088018.199806362, 6083646.283141099, -3637881.4267241657, 1317946.5505926702, -277178.7478109074, 29848.910219064084, -1174.0669704610864, 7.034541735218454];4.5;1.5426756500747474;[-2, 2];[1, 2];2;0.8467434356000754;0.9999662407491615;-7.741204323785666e-06;-506.85094626356624
PfD83f6Kr0;7;[(0.6273069841765571, 0.5903991113311114), (0.42064447462121624, 0.35993204456932615), (0.02934219366440438, 0.5205069362957456), (0.29271850815268197, 0.4618517250484382), (0.18207133023445632, 0.6154817560873165), (0.6067526589882638, 0.8684528702086771), (0.9828192112709668, 0.7503943581794604), (0.3863313923595959, 0.9530825049995669)];[91596.46692722004, -284888.1078465967, 352040.7178632708, -221873.91408669692, 75614.7689997839, -13454.92502463848, 1067.6738266983496, -20.976409755821717];3.5;-2.3858188947980845;[2, -2];[-3, -2];-2;0.028213434563200454;0.028212513530681233;-4.336147288697134e-05;-0.0004764156281424903
tBnCR09SX1;7;[(0.3848901283301964, 0.36943323919085147), (0.9588209450959195, 0.9422938590499029), (0.20753922351565302, 0.9570229272592831), (0.5985772567512583, 0.47470616374385954), (0.3017535882914242, 0.6733370296519763), (0.3156859349217547, 0.4987446206661973), (0.4108018277086466, 0.9574752000743962), (0.7744426306471466, 0.25218358704158705)];[-174905.3155879831, 606426.26055868, -856995.6997292021, 638848.5602952567, -271274.7392011043, 65731.4947067779, -8443.03939269721, 446.18283884496077];3.5;5.714834724942477;[-6, 6];[5, 6];6;0.959221403342474;0.9592215487574842;-0.0005514241448167922;-0.0008957425237667849
